AÑO,MES,DIA,DPA_PROVIN,DPA_DESPRO,DPA_CANTON,DPA_DESCAN,DPA_PARR_1,DPA_DESP_1,longitud,latitud,X,Y,No.,Codigo en,Fuente Sec,Fuente Pri,EVENTO,SUBCATEGOR,CAUSA/DISP,Descripcio,SECTOR / B,OBSERVACIO,GRAVEDAD,Intensidad,Notas,# Muertos,#Heridos,#Desaparec,#Damnifica
2015,11,21,P17,PICHINCHA,C1701,QUITO,PR170107,PUENGASI,-78.5381,-0.24235,774030,9973188,1087,2015-7412,DESINVENTAR,ECU 911,Movimiento en Masa,Deslizamiento,Lluvia,,"Tarqui - Guaca, tras la Liga barrial Libertadores, sector San José de Chilibulo.","Se informa que varias viviendas en el sector de Chilibulo presentan grietas en las paredes producto de un deslizamiento, debido a las lluvias que se registran en la ciudad. Se reporta que por seguridad se realiza una evacuación de 19 personas hacia un e","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2015,11,26,P17,PICHINCHA,C1701,QUITO,PR170107,ITCHIMBIA,-78.53478,-0.23167,774400,9974370,1088,104,"Taipe,2021",El Universo,Hundimiento,,Antrópico,A través de estudios se detectó que las viviendas del sector fueron edificadas sobre un suelo lleno de cavernas puesto que por décadas se realizó la extracción de arena en este sector dejando una red de galerías de gran dimensión.,"Pasaje Tarqui y la calle Huaca, sector de Chilibulo","Rápido hundimiento de al menos 14 casas. Estas casas presentan vidrios rotos, loza cuarteada, grietas en las paredes y principalmente, el hundimiento del piso. Producto de este evento 22 familias tienen que evacuar la zona ante la afectación visible de","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,88
2015,11,28,P17,PICHINCHA,C1701,QUITO,PR170124,ITCHIMBIA,-78.48854,-0.11473,779552,9987307,1089,,"Taipe,2021",El Comercio,Inundacion,,Lluvia-antrópico,"Desde que las 13:00 del sábado, 28 de noviembre de 2015, fuertes precipitaciones se reportaron en todo el Distrito Metropolitano de Quito, aunque la mayor intensidad se registró en el sur de la ciudad y en los valles de Los Chillos y Tumbaco. A las 14:","Sangolqui, Barrio El Manantial","En Sangolquí, el Ecu 911 reportó inundaciones en varios domicilios del barrio El Manantial. Se procedió al destape de las alcantarillas para ayudar a evacuar el agua con mayor rapidez. Según el Ecu 911, el Cuerpo de Bomberos reportó inundaciones en","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,6,P17,PICHINCHA,C1701,QUITO,PR170109,CENTRO HISTORICO,-78.50872,-0.23605,777303,9973885,1090,2016-0091,DESINVENTAR,ECU 911,Movimiento en Masa,Derrumbe,Lluvia,,Pedro Pinto S-6 Diagonal a la Pasteurizadora frente al Conjunto Casales San Pedro.,Unidad de Monitoreo Pichincha informa que en el sector antes indicado se produjo el colapso de un muro del cerramiento de la Pasteurizadora Quito debido a las fuertes precipitaciones registradas la tarde de hoy. No existe reporte de personas heridas o fa,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,6,P17,PICHINCHA,C1701,QUITO,PR170125,SAN JUAN,-78.49001,-0.23462,779387,9974042,1091,107,"Taipe,2021",El Universo,Inundacion,,Lluvia,Cerca de 35 minutos intensos de lluvia y hasta granizo,Barrio Patrimonio Familiar,"Dos casas ubicadas en una curva de la Av. Simón Bolívar resultaron afectadas por el agua y el granizo que se amontonó en sus entradas. Lugar en donde en pocos minutos se llenó con de 7 a 10 centímetros de agua. Tambien, en el sector de Luluncoto, un","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,6,P17,PICHINCHA,C1701,QUITO,PR170113,COMITE DEL PUEBLO,-78.50449,-0.23201,777774,9974331,1092,109,"Taipe,2021",El Universo,Aluvión,Flujo,Lluvia,Cerca de 35 minutos intensos de lluvia y hasta granizo,Av. Gral. Rumiñahui,La caída fuerte de agua por una de las quebradas del sector arrastró tierra y ramas que se depositaron en la vía principal. Un piquete de trabajadores municipales y de la concesionaria de la vía habilitaron inmediatamente el paso.,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,6,P17,PICHINCHA,C1701,QUITO,PR170113,CHILIBULO,-78.49434,-0.21065,778905,9976694,1093,110,"Taipe,2021",El Universo,Inundacion,,Lluvia,"Cerca de 35 minutos intensos de lluvia y hasta granizo en el norte, centro y sur. Además, EL COMERCIO reporta que una tormenta eléctrica también se presentó a las 15:10.",Av. 12 de Octubre y Patria,"EL COMERCIO, indica que varios puntos de la cuidad soportaron acumulación de agua en las vías: en la esquina de la 6 de Diciembre y General Robles, en la Patria y 6 de Diciembre, en el norte. El Sistema de Vigilancia ECU- 911 no reportó mayores incide","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,9,P17,PICHINCHA,C1701,QUITO,PR170103,CUTUGLAHUA,-78.52168,-0.21855,775860,9975821,1094,,"Taipe,2021",El Comercio,Movimiento en Masa,Derrumbe,Lluvia,"Fuerte lluvia registrada en la tarde y noche del sábado 9 de enero, en el centro de Quito",calles 24 de Mayo y en Cumandá,"Las cámaras del ECU-911 mostraron el derrumbe de un muro de piedra en las calles 24 de Mayo y en Cumandá, en el centro de Quito.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,9,P17,PICHINCHA,C1701,QUITO,PR170130,POMASQUI,-78.52135,-0.21831,775896,9975847,1095,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"Fuerte lluvia registrada en la tarde y noche del sábado 9 de enero, en el centro de Quito",San Roque,"De acuerdo con los reportes del Servicio del Ecu-911 Quito se adviertió acumulación de agua por efecto de la lluvia en el sector de San Roque, específicamente en la venida Mariscal Sucre y Loja, en el sentido Norte-Sur.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,10,P17,PICHINCHA,C1701,QUITO,PR170105,CALDERON,-78.47407,-0.11108,781164,9987710,1096,2016-0142,DESINVENTAR,ECU 911,Movimiento en Masa,Deslizamiento,,,Eloy Alfaro - de los Aceitunos N68A al final de la calle Aceitunos sector Cristiana.,Se registra un deslizamiento de tierra en la Av. Eloy Alfaro y De los Aceitunos. La via se encontraba cerrada en el sitio colaboró AMT (Agencia Metropolitana de Transito) y EPMOP (Empresa Publica Metropolitana de Movilidad y Obras Publicas).Una vez real,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,1,25,P17,PICHINCHA,C1701,QUITO,PR170107,LA CONCEPCION,-78.53948,-0.24044,773877,9973399,1097,2016-0474,DESINVENTAR,SNGR,Hundimiento,,,,Pablo Alvear S10K - Juan de Herrada Oe10 a dos cuadras a mano derecha de la cancha Los Libertadores,Se informa que a las 4:30 que en el sector antes mencionado se registro el hundimiento en la calzada en un tramo de 10 metros de longitud y un diámetro de 6 metros de ancho producto del incidente un vehiculo Chevrolet Sedan color blanco de placas PBM 62,"1.  existencia de muertos y heridos, daños materiales importantes",3,,0,1,0,0
2016,3,9,P17,PICHINCHA,C1702,CAYAMBE,PR170252,CANGAHUA,-78.10766,-0.07389,821983,9991823,1098,2016-1612,DESINVENTAR,SNGR,Inundacion,,Lluvia,,Cayambe - Unidad Educativa Pisambillo,Se informa que producto de las fuertes lluvias del día de hoy se produjo la inundación de la Unidad Educativa de Pisambilla donde gran cantidad de lodo ingreso a las aulas. Cabe mencionar que instituciones de primera respuesta y autoridades del canton,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,3,12,P17,PICHINCHA,C1701,QUITO,PR170177,MARISCAL SUCRE,-78.44885,-0.04036,783973,9995535,1099,2016-1684,DESINVENTAR,ECU 911,Movimiento en Masa,Deslizamiento,Lluvia,,Ingreso hacia el parque Equinoccial,Se informa que producto de las lluvias presentadas en la madrugada en el sector antes mencionado se produjo un deslizamiento sobre la via el mismo que obstruyo la mitad de un carril. No se registran personas heridas o fallecidas. Se coordino con la Empre,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,12,P17,PICHINCHA,C1701,QUITO,PR170155,IÑAQUITO,-78.42947,-0.06358,786132,9992965,1101,2016-1683,DESINVENTAR,ECU 911,Inundacion,,Lluvia,,Calle PIO XII Junto a la Sede de Trans- San Juan,Se informa que debido a las lluvias presentadas en la madrugada de hoy se produjo una inundacion producto del incidente se registran varias viviendas inundadas y el sistema de alcantarillado colapsado. No se reportan personas heridas o fallecidas. Person,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,12,P17,PICHINCHA,C1701,QUITO,PR170117,BELISARIO QUEVEDO,-78.49152,-0.12537,779220,9986129,1102,2016-1682,DESINVENTAR,ECU 911,Inundacion,,Lluvia,,Urb. El Rosario,Se informa que debido a las lluvias presentadas en la madrugada de hoy se produjo una inundacion producto del incidente se registran varias viviendas inundadas y un vehiculo liviano afectado el mismo que fue arrastrado algunos metros. No se registra pers,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,12,P17,PICHINCHA,C1701,QUITO,PR170155,SAN JUAN,-78.43025,-0.05398,786045,9994028,1103,,"Taipe,2021",El Comercio,Aluvión,Flujo,Lluvia-antrópico,"Aguacero que empezó a la medianoche. El agua se recolectó en una quebrada, en una loma ubicada en la parte alta del barrio El Edén. Allí la gente acostumbra arrojar escombros, tierra y basura.",San Juan de Calderón,"La madrugada del 12 de marzo del 2016, la lluvia causó estragos. El cauce natural de la quebrada empalma con la calle Jesús del Gran Poder. Por ese sitio, y por las calles Medina y 24 de Junio, bajaron ríos de tierra y desembocaron en la calle Pio XII","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,28,P17,PICHINCHA,C1701,QUITO,PR170123,LA FERROVIARIA,-78.49261,-0.20427,779098,9977400,1104,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"El norte, centro, sur y valles de Quito sufrieron un fuerte aguacero.",Sector de La Mariscal,"El Centro de Operaciones de Emergencias Metropolitano (Coe- M) informó que recibieron la alerta de 15 emergencias producto de las lluvias. Christian Rivera, director de esta entidad, explicó que en su mayoría las emergencias ocurrieron en el sector de","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,3,30,P17,PICHINCHA,C1701,QUITO,PR170112,BELISARIO QUEVEDO,-78.48519,-0.17388,779925,9980762,1105,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"El aguacero y la granizada dejaron como resultado 46 emergencias en Quito. Mónica Valdiviezo, técnica del Inamhi, explicó que las lluvias que cayeron este miércoles 30 de marzo son las segundas más fuertes registradas en el mes. La más alta fue el",Iñaquito,"La tarde del miércoles, la lluvia recordó la vulnerabilidad de sectores como San Juan (Centro Histórico), Guayllabamba, La Primavera (Tumbaco), Iñaquito y Calderón. Allí, las calles se volvieron ríos de lodo, dos pasos a desnivel se convirtieron e","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,30,P17,PICHINCHA,C1701,QUITO,PR170101,ITCHIMBIA,-78.51537,-0.18576,776563,9979449,1106,2016-2203,DESINVENTAR,SNGR,Movimiento en Masa,Derrumbe,Lluvia,,La Comuna-12 de Agosto y Pasaje Carvajal,Debido a las precipitaciones generadas el dia de hoy se registró un Colapso estructural de un muro en una vivienda particular. No se registro Personas heridas o fallecidas,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,30,P17,PICHINCHA,C1701,QUITO,PR170130,ZAMBIZA,-78.51086,-0.21266,777065,9976472,1107,2016-2204,DESINVENTAR,SNGR,Movimiento en Masa,Deslizamiento,Lluvia,,Carchi OE8-26 y Nicaragua / Diagonal al Colegio 10 de Agosto,Debido a las precipitaciones generadas el dia de hoy se registro un Colapso estructural de una vivienda particular. COE-M informa que el Tecnico Operativo de turno de la Administracion zonal centro se encuentra realizando la evaluacion de danos del riesg,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,3,30,P17,PICHINCHA,C1701,QUITO,PR170119,KENNEDY,-78.50753,-0.26535,777435,9970643,1108,,"Taipe,2021",El Comercio,Aluvión,Flujo,Lluvia,"El aguacero y la granizada dejaron como resultado 46 emergencias en Quito. Mónica Valdiviezo, técnica del Inamhi, explicó que las lluvias que cayeron este miércoles 30 de marzo son las segundas más fuertes registradas en el mes. La más alta fue el",Barrio La Sofía,"Las casas se levantan sobre una loma, en el kilómetro 17 de la vía, y debido a la lluvia, el agua bajó y arrastró piedras y tierra por las calles principales. La vía de acceso al barrio Sofía se destruyó: está hundida y sin adoquinado. El Consejo","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,4,1,P17,PICHINCHA,C1701,QUITO,PR170101,NAYON,-78.49966,-0.19674,778312,9978234,1109,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Intensas lluvias,Av. América,"Cuatro avenidas de la capital registraron congestión vehicular, a las 16:30, de este viernes 1 de abril del 2016. Estas son: la América, sentido norte-sur, a la altura del Seminario Mayor y la Mariscal Sucre, cerca de los túneles, también en sentido","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,1,P17,PICHINCHA,C1701,QUITO,PR170113,LA ARGELIA,-78.45532,-0.19225,783251,9978730,1110,,"Taipe,2021",El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,Lluvias caídas la noche del viernes 1 de abril y la madrugada del sábado 2 de abril de 2016.,Av. Simón Bolívar,"El deslizamiento de tierra se produjo la noche del viernes 1 de abril, a la altura de la av. Guayasamín, así lo informó la Empresa de Obras Públicas por su cuenta de Twitter.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,2,P17,PICHINCHA,C1701,QUITO,PR170186,ITCHIMBIA,-78.4098,-0.1397,788323,9984543,1112,2016-2352,DESINVENTAR,SNGR,Movimiento en Masa,Deslizamiento,Lluvia,,Via Zambiza - Cocotog,Se informa que debido a las fuertes precipitaciones registradas se produjo un deslizamiento de tierra y un arbol sobre la via Zambiza Cocotog la via permanecio cerrada en su totalidad mientras realizaron la limpieza total de la via. El siniestro dejo com,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,4,2,P17,PICHINCHA,C1701,QUITO,PR170115,CALDERON,-78.46942,-0.14694,781681,9983743,1113,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Lluvias caídas la noche del viernes 1 de abril y la madrugada del sábado 2 de abril de 2016.,Av. Eloy Alfaro,"Las lluvias ocasionaron acumulación de agua en algunos tramos de avenidas en el centro norte y norte de Quito. Entre otras estuvieron la Eloy Alfaro, 10 de Agosto y De la Prensa. Esto ocasionó pequeños congestionamientos vehiculares.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,3,P17,PICHINCHA,C1701,QUITO,PR170170,CHILLOGALLO,-78.44493,-0.19339,784409,9978603,1114,,"Taipe,2021",El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,"Fuertes lluvias caídas en la tarde y noche del sábado 2 de abril y la madrugada del domingo 3 de abril del 2016. Según el boletín del Inamhi, para el domingo se preveía un día nublado con claros y la presencia de lluvias dispersas, especialmente en","Av. Interoceánica, en la entrada a Miravalle","En la mañana se produjo un deslizamiento que provocó el cierre de todos los carriles Quito-Cumbayá sobre la Av. Interoceánica, para que personal retirara el material caído.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,3,P17,PICHINCHA,C1701,QUITO,PR170116,CUMBAYA,-78.52344,-0.28889,775662,9968039,1115,,"Taipe,2021",El Comercio,Movimiento en Masa,Derrumbe,Lluvia,"Fuertes lluvias caídas en la tarde y noche del sábado 2 de abril y la madrugada del domingo 3 de abril del 2016. Según el boletín del Inamhi, para el domingo se preveía un día nublado con claros y la presencia de lluvias dispersas, especialmente en","Av. Simón Bolívar, en la entrada de La Argelia Alta",Este no afectó el tránsito vehicular,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,3,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.49152,-0.21812,779219,9975868,1116,,"Taipe,2021",El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,"Fuertes lluvias caídas en la tarde y noche del sábado 2 de abril y la madrugada del domingo 3 de abril del 2016. Según el boletín del Inamhi, para el domingo se preveía un día nublado con claros y la presencia de lluvias dispersas, especialmente en",Av. Velasco Ibarra y Solano,En la madrugada de este domingo ocurrió un deslizamiento. Personal de Obras Públicas retiró el material de la calzada. No se registraron personas heridas.,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,5,P17,PICHINCHA,C1701,QUITO,PR170155,GUANGOPOLO,-78.45524,-0.09529,783261,9989457,1117,,"Taipe,2021",El Comercio,Movimiento en Masa,Derrumbe,Lluvia-antrópico,"Fuertes lluvias registradas la tarde de este martes 5 de abril del 2016. Un morador contó que a las 14:00 de este martes, el barrio soportaba un fuerte torrencial que amenazaba con desbordar el río Pitatambo, que se ubica en el lindero del poblado. Ade",Barrio Carapungo Bajo,"Se presentó un derrumbe en una ladera del barrio Carapungo Bajo, en la parroquia de Amaguaña, al oriente de Quito. Fue un derrumbe de medianas proporciones. En este incidente no se reportaron víctimas","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,5,P17,PICHINCHA,C1701,QUITO,PR170108,MARISCAL SUCRE,-78.58449,-0.27934,768863,9969097,1118,115,"Taipe,2021",El Universo,Inundacion,,Lluvia,Alrededor de las 14:00 se presentó fuertes vientos seguidos de una intensa granizada,Buenaventura de Chillogallo,"Un remolino de viento destruyó varias viviendas, levantando techos; además, existieron daños en los enseres de varias viviendas como resultado de la posterior granizada . 18 casas tuvieron daños y más de 95 fueron atendidas por organismos de socorro","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,12
2016,4,6,P17,PICHINCHA,C1701,QUITO,PR170157,IÑAQUITO,-78.43035,-0.20527,786032,9977288,1119,2016-2447,DESINVENTAR,SNGR,Movimiento en Masa,Deslizamiento,Lluvia,,Via interoceanica por el Redondel de los TOTENS,Se informa que producto de las lluvias presentadas en la madrugada en el sector antes mencionado se presento un deslizamiento sobre la via el mismo que cubrio dos carriles de la via unos 12 metros lineales. No se registran personas heridas o fallecidas.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,4,13,P17,PICHINCHA,C1701,QUITO,PR170113,SAN BARTOLO,-78.47696,-0.20281,780841,9977561,1120,2016-2716,DESINVENTAR,SNGR,Movimiento en Masa,Deslizamiento,Lluvia,,PACAIPAMBA GUaPULO - AV. DE LOS CONQUISTADORES.,Se informa que por motivo de lluvias se produjo un deslizamiento de tierra en el lugar antes mencionado producto del mismo ocasiono el colapso de un muro de contencion el cual se precipitó hacia la via maquinaria de la Empresa Publica Metropolitana de O,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,4,6,P17,PICHINCHA,C1701,QUITO,PR170162,CENTRO HISTORICO,-78.45278,-0.25841,783533,9971409,1121,,"Taipe,2021",El Comercio,Aluvión,Flujo,Lluvia-antrópico,"Intenso aguacero. Además, Cristian Rivera, director del Comité de Operaciones de Emergencia, quien acudió al sitio para verificar la seguridad de la vía, tras una inspección encontró que en una ladera del sector existe una filtración de agua que f",Guangopolo,"Tierra, agua y piedras se deslizaron desde una ladera ubicada en el sector de Guangopolo hasta alcanzar parte de la calzada de la avenida Intervalles, en el suroriente de Quito. Esta emergencia se reportó a las 17:00 del 6 de abril del 2016. No hubo per","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,11,P17,PICHINCHA,C1701,QUITO,PR170123,ITCHIMBIA,-78.49349,-0.2102,778999,9976744,1122,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"A las 13:30 del 11 de abril del 2016, una fuerte lluvia cayó sobre el centro y norte de Quito.",Av. 12 de Octubre,"A las 14:00, la Agencia Metropolitana de Tránsito (AMT) informó el cierre del paso deprimido de la 12 de Octubre, a la altura de la Universidad Católica y del paso deprimido de las avenidas América y Universitaria, sentido norte-sur. El cierre fue pr","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,15,P17,PICHINCHA,C1701,QUITO,PR170112,CENTRO HISTORICO,-78.46297,-0.16498,782400,9981747,1123,,"Taipe,2021",El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,A partir de las 14:30 de este viernes 15 de abril del 2016 una fuerte lluvia cayó sobre Quito. La lluvia cayó acompañada con granizo en el centro de la ciudad.,Av. Simón Bolívar y Granados,"Se produjo un deslizamiento de tierra en la Avenida Simón Bolívar y Granados, sentido norte-sur. Además, otro se presentó en la vía antigua Nayón-Cumbayá. Estas emergencias fueron atendidas por la Epmmop y la AMT. Se registraron cierres momentáne","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,4,15,P17,PICHINCHA,C1701,QUITO,PR170128,ITCHIMBIA,-78.5378,-0.26261,774063,9970947,1124,2016-2802,DESINVENTAR,SNGR,Inundacion,,Lluvia,,Av. Cardenal de la Torre,Se informa que producto de las lluvias con tormentas electricas que se presentaron en horas de la tarde se produjo la caida de un rayo sobre el Sr. Luis German Acosta Guano de 65 años el mismo que falleció debido a la descarga eléctrica unidad de medi,"1.  existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2016,5,2,P17,PICHINCHA,C1701,QUITO,PR170103,BELISARIO QUEVEDO,-78.51025,-0.22623,777132,9974971,1125,2016-3197,DESINVENTAR,ECU 911,Movimiento en Masa,Derrumbe,Lluvia,,Colegio Fernandez Madrid,Unidad de Monitoreo de Eventos Adversos de Pichincha informa que debido a las lluvias producidas en la tarde de hoy en el sector antes mencionado se registró la caida de la un muro del Colegio Fernandez Madrid. Operativo del COE-M se dirigió al lugar d,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,5,2,P17,PICHINCHA,C1701,QUITO,PR170113,QUITUMBE,-78.49596,-0.22335,778724,9975289,1126,121,"Taipe,2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Intensa lluvia acompañada de tormenta eléctrica,Av. Velasco Ibarra,,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,5,2,P17,PICHINCHA,C1701,QUITO,PR170103,POMASQUI,-78.51127,-0.22129,777019,9975518,1127,122,"Taipe,2021",El Universo,Inundacion,,Lluvia-antrópico,Intensa lluvia acompañada de tormenta eléctrica,Centro histórico,"Hubo acumulación de agua en la Plaza Chica, en el centro histórico; en la autopista General Rumiñahui y en los pasos deprimidos de las avenidas 10 de Agosto, Briceño (San Blas) y en San Roque.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,5,4,P17,PICHINCHA,C1701,QUITO,PR170113,CUMBAYA,-78.46061,-0.19822,782662,9978069,1128,,"Taipe,2021",El Comercio,Movimiento en Masa,Derrumbe,Lluvia,"Constantes lluvias que se registran durante las tardes de los últimos días. De hecho, en este incidente se constató que la peña que resultó afectada tenía humedad.","Av Simón Bolívar, sector Monjas","El derrumbe se reportó a la 06:00 de este miércoles, 4 de mayo del 2016. A las 07:30 de esta mañana cinco funcionarios de la Empresa Metropolitana de Obras Públicas llegaron con palas para remover los pedazos de tierra que alcanzaron el carril derech","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,5,10,P17,PICHINCHA,C1701,QUITO,PR170101,SOLANDA,-78.49571,-0.18704,778753,9979307,1129,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Cerca de las 14:20 una fuerte lluvia cayó sobre la capital ecuatoriana.,Av. América,Acumulaciones de agua y cargas vehiculares en dos de las principales avenidas del centro-norte de la urbe. La Agencia Metropolitana de Tránsito (AMT) reportó que el paso deprimido de la avenida América y avenida Universitaria se bloqueó parcialmente,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,5,11,P17,PICHINCHA,C1701,QUITO,PR170126,COCHAPAMBA,-78.53484,-0.29625,774392,9967225,1130,2016-3369,DESINVENTAR,ECU 911,Inundacion,,Lluvia,,En el primer puente de Guajalo sobre la Simon Bolivar San Pedro de Guajalo.,COE DMQ informa que a causa de las fuertes lluvias se inundó las viviendas en el sector de la Argelia afectando 2 viviendas y a dos familias: 1.- familia Llauqui De la Cruz con 4 integrantes 2.- Familia Choloto De la Cruz con 4 integrantes PM ayuda con,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,8
2016,5,12,P17,PICHINCHA,C1701,QUITO,PR170177,TUMBACO,-78.45231,-0.04054,783588,9995515,1131,,"Taipe,2021",El Comercio,Hundimiento,,Lluvia-antrópico,"Los aguaceros del martes y del miércoles que cayeron en la zona, debilitaron más el suelo y el agujero se agrandó. Este problema no es nuevo, sino que había comenzado en octubre del año pasado. Un morador del barrio, cuenta que luego de que parte de",Calle San Juan Bautista,"Media calzada se fue abajo. La calle San Juan Bautista, que empieza en la avenida Manuel Córdova Galarza y llega hasta el Parque Equinoccial (antiguo complejo de la Contraloría), tiene dos carriles pero colapsó y se formó un hueco que dejó hábil so","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,7,27,P17,PICHINCHA,C1701,QUITO,PR170157,KENNEDY,-78.43378,-0.21886,785650,9975785,1132,2016-4970,DESINVENTAR,AMT,Movimiento en Masa,Deslizamiento,,,Lumbisi - Ruta Viva y Av. Interoceanica,Unidad de monitoreo pichincha informa que por causas desconocidas se produjo un deslizamiento en un talud de la via antes indicada el deslizamiento cubre dos carriles de la via por la Agencia Metropolitana de Transito procedió a cerrar la via en su tota,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,9,5,P17,PICHINCHA,C1701,QUITO,PR170131,CONOCOTO,-78.54465,-0.27033,773300,9970093,1133,,"Taipe,2021",El Comercio,Inundacion,,Lluvia-antrópico,Tormenta de lluvia y rayos que se registró la tarde y noche de este lunes 5 de septiembre del 2016. Este acompañado de problemas en el alcantarillado y también la construcción de las viviendas que están bajo el nivel de la acera. El Inamhi señaló,Av. Solanda y Juan Barreiro,"Una vivienda ubicada en la avenida Solanda y Juan Barreiro, en el sur, se inundó junto con un local de ropa deportiva. No fue la única. Otras cinco casas y locales de su misma calle también experimentaron los estragos de la lluvia y de un alcantarilla","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,9,15,P17,PICHINCHA,C1701,QUITO,PR170104,ITCHIMBIA,-78.51383,-0.12857,776735,9985776,1134,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"Se presentaron lluvias fuertes. Además, el problema en Atucucho es la falta de adoquinamiento de las vías y según moradores de este lugar es que los escombros taponan la alcantarilla y el agua se acumula.",Atucucho,"Se registró acumulación de agua en varias calles y en una vivienda de Atucucho, donde el agua ingresó hasta su patio y la sala. Cerca de las 14:30, en las avenidas De La Prensa y Vaca de Castro, en el norte de Quito, el colapso de una alcantarilla pro","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,9,22,P17,PICHINCHA,C1701,QUITO,PR170184,TUMBACO,-78.396,-0.21179,789859,9976566,1135,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"Lluvias presentes tras una mañana soleada. Según el Inamhi, debido a que en la mañana se presentó poca nubosidad, la radiación de sol provocó el calentamiento en la superficie. Esto, acompañado del ingreso de de humedad desde la región oriental d",Tumbaco,El Centro de Operaciones de Emergencia Metropolitano (COE-M) reportó en la tarde que tres emergencias se produjeron por las precipitaciones. Dos árboles cayeron y en una vivienda se acumuló el agua. El COE informó que en una casa se acumuló agua. Po,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
